no,hvdc_code,mr#,commercial_invoice_no.,invoice_date,po_no.,vendor,category,main_description_(po),sub_description,incoterms,currency,invoice_value__(a),freight__(b),insurance__(c),cif_value__(a+b+c),coe,pol,pod,b/l_no./__awb_no.,vessel_name/__flight_no.,vessel_imo_no.,shipping_line,forwarder,ship__mode,pkg,20dc,40dc,40hq,45hq,20ot(in),20ot(oh),40ot(in),40ot(oh),20fr(in),40fr(in),20fr(fv),40fr(ow),"20fr(ow,oh)","40fr(ow,oh)","40fr(ow,ol)",lcl,qty_of_cntr,g_bulk,o_bulk,h_bulk,gwt__(kg),cbm,r/t__(grand-_total),a_cwt(kg),etd,atd,eta,ata,attestation__date,do_collection,customs__start,customs__close,custom__code,duty_amt__(aed),vat_amt__(aed),shu,mir,das,agi,dsv__indoor,dsv__outdoor,dsv__mzd,jdn__mzd,jdn__waterfront,mosb,aaa_storage,zener_(wh),hauler_dg_storage,vijay_tanks,delivery_date
376,HVDC-ADOPT-SCT-0037,E08,HVDC-ADOPT-SCT-0037,2024-12-21 00:00:00,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control Cable (5th)",FOB,USD,419121.0,6400.0,5029.45,430550.45,KOREA,Busan Port,Khalifa port,290-700-2412-028,HMM MIR,,HMM,Deugro,C,46,,,4.0,,,,,,,,,,,,,,4.0,,,,73346.0,90.677,90.677,,2024-12-21,2024-12-21,2025-01-29,2025-01-29,2025-04-16,2025-01-29,2025-01-30,45687.0,47150.0,79060.0,83013.0,2025-02-17,2025-02-10,2025-05-25 00:00:00,,,,,,,2025-02-10,,,,,2025-02-10
377,HVDC-ADOPT-SCT-0029,M01,HVDC-ADOPT-SCT-0029,2024-12-09 00:00:00,SCT-19LT-PJC-PO-019,Xinxiang,Mech,Bulk Bag discharger Equipment,Bulk Bag discharger Equipment,FOB,USD,66586.5,1500.0,748.95,68835.45,CHINA,Shanghai,Khalifa port,290-700-2411-157,CSCL Globe,,,Deugro,C,11,,,1.0,,,,,,,,,,,,,,1.0,,,,3980.0,37.373,37.373,,2024-12-09,2024-12-09,2025-01-29,2025-01-29,2025-04-16,2025-01-30,2025-01-31,45688.0,47150.0,8053.0,13061.0,,,,,,,,,,2025-02-06,,,,,2025-02-06
378,HVDC-ADOPT-ZEN-0013,,HVDC-ADOPT-ZEN-0013,2025-01-17 00:00:00,7772440296,SCHRACK SECONET,Elec,,Fire Alarm and Aspiration Sytem,CIF,EUR,,,,13408.7,Austria,Viena,Abu Dhabi Airport,607-37275582,EY154,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,238.0,1.824,1.824,,2025-01-30,2025-01-30,2025-01-30,2025-01-30,2025-04-16,2025-02-03,2025-02-03,45691.0,47150.0,,2804.0,,,,,,,,,,,,2025-02-05,,,2025-02-05
379,HVDC-ADOPT-HE-0290,E01,PRL-O-015-A,2025-01-28 00:00:00,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cable,DAP,SEK,283770.25,24770.86,28377.03,336918.14,UK,England,Abu Dhabi Airport,HE675726,EY0064,,,Scan Global Logistics AB,A,1,,,,,,,,,,,,,,,,,0.0,,,,1135.0,1.739,1.739,,2025-02-03,2025-02-03,2025-02-04,2025-02-04,2025-04-16,2025-02-04,2025-02-04,45692.0,47150.0,5605.0,5885.0,2025-02-06,,,,,,,,,,,,,,2025-02-06
380,HVDC-ADOPT-SEI-0017-03,E03,HVDC-ADOPT-SEI-0017-03,2025-01-21 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Part for Oil Pressure Tank,CIF,JPY,36800.0,731.64,412.85,37944.49,JAPAN,Osaka,Abu Dhabi Airport,ASI-2000 8423,QR803 / QR1050,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,28.0,0.142,0.142,,2025-02-04,2025-02-04,2025-02-05,2025-02-05,,2025-02-05,2025-02-05,45693.0,47150.0,46.0,48.0,,,,,,,,2025-02-08,,,,,,,2025-02-08
381,HVDC-ADOPT-HE-0233,E01,PRL-ZAK-014-O,2024-11-21 00:00:00,4572116646,Hitachi,Elec,Main Converter,Cooling Pumps,DAP,SEK,4200095.13,332159.25,420009.15,4952263.53,SWEDEN,Gothenburg,Khalifa port,GOT36800201,MAERSK HAMBURG,,Maersk,Scan Global Logistics AB,C,6,,,4.0,,,,,,,,,,,,,,4.0,,,,10554.0,130.436,130.436,,2024-11-21,2024-11-21,2025-01-03,2025-01-03,2025-04-17,2025-01-04,2025-01-28,45685.0,47150.0,161889.0,171610.0,,,,2025-02-14,,,,,,,,,,,2025-02-14
382,HVDC-ADOPT-HE-0236,E01,PRL-CS-021-O1,2024-11-21 00:00:00,4572116646,Hitachi,Elec,Main Converter,Earthing & Instrument Kits,DAP,SEK,4336614.0,11681.1534,433661.4,4781956.553,SWEDEN,Gothenburg,Khalifa port,GOT36800203,MAERSK HAMBURG,,Maersk,Scan Global Logistics AB,C,12,,,3.0,,,,,,,,,,,,,,3.0,,,,4800.0,34.278,34.278,,2024-11-21,2024-11-21,2025-01-03,2025-01-03,2025-04-17,2025-01-04,2025-01-28,45685.0,47150.0,,,2025-06-16,,2025-05-30 00:00:00,,2025-02-14,,,,,2025-05-26,,,,,2025-02-14
383,HVDC-ADOPT-SCT-0048,E08,HVDC-ADOPT-SCT-0048,2025-02-04 00:00:00,5000761114,Dong Yang,Elec,Cathodic Protection,Cathodic Protection Systems (3rd),FOB,USD,13143.6,5636.16,206.58,18986.34,KOREA,Incheon,Abu Dhabi Airport,DGOS2501022,EK323,,,Deugro,A,1,,,,,,,,,,,,,,,,,0.0,,,,912.0,2.028,2.028,,2025-02-04,2025-02-04,2025-02-06,2025-02-06,2025-04-17,2025-02-07,2025-02-07,45695.0,47150.0,1903.0,3582.0,,,2025-02-17 00:00:00,,,,,,,2025-02-10,,,,,2025-02-10
384,HVDC-ADOPT-SEI-0017-01,E03,HVDC-ADOPT-SEI-0017-01,2024-12-27 00:00:00,5000684244,Sumitomo,Elec,400kV HVDC Cable System,Cable Accessories,CIF,JPY,97796928.0,912186.09,1173563.14,99882677.23,JAPAN,Kobe,Khalifa port,290-700-2412-028,SEASPAN YANGTZE,,,,C,52,,,,,,,,,,,,,,,,,0.0,,,,11014.0,74.89,74.89,,2024-12-27,2024-12-27,2025-01-29,2025-01-29,2025-04-17,2025-02-10,2025-02-10,45698.0,47150.0,120761.0,126796.0,,,,,,,,2025-02-20,,,,,,,2025-02-20
385,HVDC-ADOPT-SCT-0038,E08,HVDC-ADOPT-SCT-0038,2025-01-05 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (11th),FOB,USD,108051.79,10400.0,1296.62,119748.41,KOREA,Busan Port,Khalifa port,290-700-2412-143,SOUTHAMPTON EXPRESS,,,Deugro,C,39,1.0,,6.0,,,,,,,,,,,,,,7.0,,,,64093.0,194.045,194.045,,2025-01-05,2025-01-05,2025-02-07,2025-02-07,2025-04-16,2025-02-11,2025-02-11,45699.0,47150.0,21989.0,23088.0,2025-02-26,2025-02-28,2025-04-28 00:00:00,2025-04-21,,,,,,2025-03-19,,,,,2025-02-26
386,HVDC-ADOPT-ZEN-0006,,HVDC-ADOPT-ZEN-0006,2024-09-30 00:00:00,,FIRE EATER,,,Fire Extinguishing System,CIF,EUR,,,,493422.36,Denmark,Copenhagen,Khalifa port,SEA EX 2411F-180,NEUN FELDE,,,,C,40,3.0,,,,,,,,,,,,,,,,3.0,,,,35796.0,41.52,41.52,,2024-12-07,2024-12-07,2025-02-09,2025-02-09,2025-04-16,2025-02-12,2025-02-14,45702.0,47150.0,59201.0,111182.0,,,,,,,,,,,,2025-02-15,,,2025-02-15
387,HVDC-ADOPT-HE-0302,E01,PRL-SHU-043-A1,2025-02-11 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,3399810.0,170374.0,339981.0,3910165.0,SWEDEN,Malmoe,Abu Dhabi Airport,6120016103,EK4657,,,Scan Global Logistics AB,A,3,,,,,,,,,,,,,,,,,0.0,,,,1950.0,15.142,15.142,,2025-02-11,2025-02-11,2025-02-13,2025-02-13,2025-04-16,2025-02-14,2025-02-14,45702.0,47150.0,66238.0,69549.0,2025-02-19,,,,,,,,,,,,,,2025-02-19
388,HVDC-ADOPT-HE-0307,E01,PRL-SHU-043-A2,2025-02-12 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,4533080.0,241123.46,453308.0,5227511.46,SWEDEN,Malmoe,Abu Dhabi Airport,6120016119,EK9316,,,Scan Global Logistics AB,A,4,,,,,,,,,,,,,,,,,0.0,,,,2600.0,20.189,20.189,,2025-02-12,2025-02-12,2024-02-14,2024-02-14,2025-04-17,2024-02-14,2024-02-14,45336.0,47150.0,88553.0,92980.0,2025-02-19,,,,,,,,,,,,,,2025-02-19
389,HVDC-ADOPT-SCT-0056,E08,HVDC-ADOPT-SCT-0056,2025-02-11 00:00:00,5001004422,Roxtec,Elec,Lighting&Small Power System,Multiple Cable Transit,FOB,USD,6813.82,2876.46,106.59,9796.87,CHINA,Shanghai,Abu Dhabi Airport,607 37608270,EY9912,,,,A,2,,,,,,,,,,,,,,,,,0.0,,,,502.0,1.674,1.674,,2025-02-14,2025-02-14,2025-02-14,2025-02-14,2025-04-16,2025-02-14,2025-02-14,45702.0,47150.0,1799.0,1889.0,2025-02-21,,,,,,,,,2025-02-10,,,,,2025-02-10
390,HVDC-ADOPT-SCT-0039,E08,HVDC-ADOPT-SCT-0039,2025-01-11 00:00:00,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (2nd),FOB,USD,28436.23,800.0,341.23,29577.46,KOREA,Busan Port,Khalifa port,290-700-2501-006,HMM HANUL,,HMM,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,1220.0,3.784,3.784,,2025-01-11,2025-01-11,2025-02-19,2025-02-19,2025-04-17,2025-02-19,2025-02-19,45707.0,47150.0,5432.0,5703.0,2025-04-24,2025-02-28,2025-03-31 00:00:00,2025-04-06,,,,,,2025-03-18,,,,,2025-02-28
391,HVDC-ADOPT-HE-0267,E01,PRL-DAS-013-A4,2025-02-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,External Piping,DAP,SEK,5302982.25,1049737.61,530298.23,6883018.09,Denmark,Billund,Abu Dhabi Airport,607 37540694,EY1934,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,17320.0,117.2,117.2,,2025-02-14,2025-02-14,2025-02-18,2025-02-18,2025-04-16,2025-02-19,2025-02-19,45707.0,47150.0,,117733.0,,,2025-02-21 00:00:00,,,,,,,2025-02-20,,,,,2025-02-20
392,HVDC-ADOPT-SCT-0042,E08,HVDC-ADOPT-SCT-0042,2025-01-18 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (12th),FOB,USD,34922.92,4000.0,428.15,39351.07,KOREA,Busan Port,Khalifa port,290-700-2501-026,UMM QARN,,,Deugro,C,11,1.0,,2.0,,,,,,,,,,,,,,3.0,,,,18613.0,75.455,75.455,,2025-01-18,2025-01-18,2025-02-21,2025-02-21,2025-04-17,2025-02-24,2025-02-24,45712.0,47150.0,7226.0,7587.0,2025-03-03,2025-03-03,2025-04-28 00:00:00,,,,,,,2025-03-01,,,,,2025-03-01
393,HVDC-ADOPT-HE-0245,E01,PRL-SHU-036-O1,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,581615.54,40121.23,58161.55,679898.32,Italy,Venezia,Khalifa port,GOT36800211,MSC RENEE,,MSC,Scan Global Logistics AB,C,11,,,2.0,,,,,,,,,,,,,,2.0,,,,14735.0,64.16,64.16,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-16,2025-02-25,2025-02-27,45715.0,47150.0,369213.0,387670.0,2025-03-19,,,,,,,,,,,,,,2025-03-19
394,HVDC-ADOPT-HE-0246,E01,PRL-SHU-036-O2,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,105748.28,20053.67,10574.83,136376.78,Italy,Venezia,Khalifa port,GOT36800212-001,MSC RENEE,,MSC,Scan Global Logistics AB,C,2,,,1.0,,,,,,,,,,,,,,1.0,,,,1088.0,5.32,5.32,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-16,2025-02-25,2025-02-27,45715.0,47150.0,,,2025-06-16,,,,2025-03-01,,,,,,,,,,2025-03-01
395,HVDC-ADOPT-HE-0247,E01,PRL-SHU-036-O3 SPARE,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,Spare Parts DSC,DAP,EUR,211496.56,20053.67,21149.66,252699.89,Italy,Venezia,Khalifa port,GOT36800212-002,MSC RENEE,,MSC,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0.0,,,,1038.0,5.89,5.89,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-16,2025-02-25,2025-02-27,45715.0,47150.0,,,2025-06-16,,,,2025-03-01,,,,,,,,,,2025-03-01
396,HVDC-ADOPT-HE-0248,E01,PRL-MIR-024-O1,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,534561.9,39426.49,53456.19,627444.58,Italy,Venezia,Khalifa port,GOT36800213,MSC RENEE,,MSC,Scan Global Logistics AB,C,15,1.0,,2.0,,,,,,,,,,,,,,3.0,,,,16690.0,85.65,85.65,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-17,2025-02-25,2025-02-27,45715.0,47150.0,,,2025-03-18,,,,,,,,,,,,,,2025-03-18
397,HVDC-ADOPT-HE-0249,E01,PRL-MIR-024-O2,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,n° 6 Singlepole DSC STA 145 kV & Insulator,DAP,EUR,71274.92,12777.42,7127.49,91179.83,Italy,Venezia,Khalifa port,GOT36800214-001,MSC RENEE,,MSC,Scan Global Logistics AB,C,2,,,1.0,,,,,,,,,,,,,,1.0,,,,1045.0,5.32,5.32,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-17,2025-02-25,2025-02-27,45715.0,47150.0,,,,,,,2025-03-01,,,,,,,,,,2025-03-01
398,HVDC-ADOPT-HE-0250,E01,PRL-MIR-024-O3 SPARE,2024-12-16 00:00:00,4572116646,Hitachi,Elec,Main Converter,Spare Parts DSC,DAP,EUR,106912.38,12777.42,10691.24,130381.04,Italy,Venezia,Khalifa port,GOT36800214-002,MSC RENEE,,MSC,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0.0,,,,916.0,5.95,5.95,,2024-12-16,2024-12-16,2025-02-25,2025-02-25,2025-04-17,2025-02-25,2025-02-27,45715.0,47150.0,,,,,,,2025-03-01,,,,,,,,,,2025-03-01
399,HVDC-ADOPT-SIM-0042-A,E04-1,477QGP51798225,2024-12-05 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,32kV GIB GHDC PS029,CIF,USD,,,,1825504.36,GERMANY,Hamburg,Khalifa port,DXB00004702,ESTELLE MAERSK,,MAERSK,Alpha Maritime,C,27,,,17.0,,,,,,,,,,,,,,17.0,,,,30518.0,254.002,254.002,,2025-01-19,2025-01-19,2025-02-26,2025-02-26,2025-04-16,2025-02-28,2025-03-01,45717.0,47150.0,650860.0,683402.0,,,,,,2025-03-17,,,,2025-07-17,,,,,2025-03-17
400,HVDC-ADOPT-SIM-0042-B,E04-1,477QGP51798226,2024-12-06 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,32kV GIB GHDC PS029,CIF,USD,,,,1718994.52,GERMANY,Hamburg,Khalifa port,DXB00004702,ESTELLE MAERSK,,MAERSK,Alpha Maritime,C,26,1.0,,,,,,,,,,,,,,,,1.0,,,,23140.0,170.067,170.067,,2025-01-19,2025-01-19,2025-02-26,2025-02-26,2025-04-17,2025-02-28,2025-03-01,45717.0,47150.0,,,,,,,,2025-03-17,,,,2025-07-17,,,,,2025-03-17
401,HVDC-ADOPT-SIM-0050,E04-1,477QGP51798647,2024-12-10 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,132 kV GIS DAS Spare Cable Feeder_PS031,CIF,USD,,,,525659.56,GERMANY,Hamburg,Khalifa port,DXB00004824,ELLY MAERSK,,MAERSK,Alpha Maritime,C,10,,,1.0,,,,,,1.0,,,,,,,,2.0,,,,8261.2,47.659,47.659,,2025-01-23,2025-01-23,2025-02-26,2025-02-26,2025-04-17,2025-02-28,2025-03-03,45719.0,47150.0,96525.0,101351.0,,,2025-04-28 00:00:00,,,,,,,2025-04-09,,,,,2025-04-09
402,HVDC-ADOPT-SIM-0053,E04-1,477QGP51798980,2024-12-13 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400 kV Shuweihat HV Test Bushing_ GIS-PS034,CIF,USD,,,,116704.62,GERMANY,Hamburg,Khalifa port,DXB00004825,ESTELLE MAERSK,,MAERSK,Alpha Maritime,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,998.5,7.972,7.972,,2025-01-20,2025-01-20,2025-02-26,2025-02-26,2025-04-17,2025-02-28,2025-03-01,45717.0,47150.0,21431.0,22502.0,2025-04-19,,,,,,,,,,,,,,2025-04-19
403,HVDC-ADOPT-SIM-0052,E04-1,477QGP51798812,2024-12-12 00:00:00,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,132 kV GIS AL Ghallan Spare cable feeder PS033,CIF,USD,,,,446341.25,GERMANY,Hamburg,Khalifa port,DXB00004829,ESTELLE MAERSK,,MAERSK,Alpha Maritime,C,10,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,6979.5,40.073,40.073,,2025-01-19,2025-01-19,2025-02-26,2025-02-26,2025-04-16,2025-02-28,2025-03-05,45721.0,47150.0,78547.0,85888.0,,,,,,2025-03-14,,,,2025-07-17,,,,,2025-03-14
404,HVDC-ADOPT-HE-0216,E01,PRL-SHU-008-O3,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,UMD Batteries,DAP,SEK,4231828.0,24573.48,423182.8,4679584.28,FRANCE,Gothenburg,Khalifa port,GOT36800185,MSC RENEE,,Maersk,Scan Global Logistics AB,C,2,,,1.0,,,,,,,,,,,,,,1.0,,,,2910.0,8.3,8.3,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-16,2025-03-05,2025-03-06,45722.0,47150.0,366418.0,384736.0,2025-04-20,,,,,,,,,,,,,,2025-04-20
405,HVDC-ADOPT-HE-0220,E01,PRL-SHU-026-O,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,Side Shield Brackets,DAP,SEK,433859.0,3263.0,43385.9,480507.9,SWEDEN,Gothenburg,Khalifa port,GOT36800186,ALEXANDRA MAERSK,,Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.258,0.258,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-16,2025-03-05,2025-03-06,45722.0,47150.0,,,2025-04-12,,,,,,,,,,,,,,2025-04-12
406,HVDC-ADOPT-HE-0221,E01,PRL-MIR-017-O,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,Side Shield Brackets,DAP,SEK,327582.0,3524.0,32758.2,363864.2,SWEDEN,Gothenburg,Khalifa port,GOT36800187,ALEXANDRA MAERSK,,Maersk,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0.0,,,,140.0,0.258,0.258,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-16,2025-03-05,2025-03-06,45722.0,47150.0,,,,2025-04-11,,,,,,,,,,,,,2025-04-11
407,HVDC-ADOPT-HE-0222,E01,PRL-CS-020-O,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,Side Shield Brackets,DAP,SEK,754059.0,3722.0,75405.9,833186.9,SWEDEN,Gothenburg,Khalifa port,GOT36800188,ALEXANDRA MAERSK,,Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,250.0,0.516,0.516,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-16,2025-03-05,2025-03-06,45722.0,47150.0,,,,,2025-06-17 00:00:00,,,2025-04-09,,,,2025-06-13,,,,,2025-04-09
408,HVDC-ADOPT-HE-0217,E01,PRL-MIR-010-O3,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,UMD Batteries,DAP,SEK,4338430.2,23502.71,433843.02,4795775.93,FRANCE,Gothenburg,Khalifa port,GOT36800192,MSC RENEE,,Maersk,Scan Global Logistics AB,C,2,,,1.0,,,,,,,,,,,,,,1.0,,,,3360.0,6.0,6.0,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-17,2025-03-05,2025-03-06,45722.0,47150.0,,,,2025-04-20,,,,,,,,,,,,,2025-04-20
409,HVDC-ADOPT-HE-0218,E01,PRL-DAS-013-O3,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,UMD Batteries,DAP,SEK,4466558.7,12321.28,446655.87,4925535.85,FRANCE,Gothenburg,Khalifa port,GOT36800193,MSC RENEE,,Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,2910.0,6.0,6.0,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-17,2025-03-05,2025-03-06,45722.0,47150.0,,,,,2025-06-13 00:00:00,,,,,,,2025-04-25,,,,,2025-04-25
410,HVDC-ADOPT-HE-0219,E01,PRL-ZAK-010-O3,2024-10-10 00:00:00,4572116646,Hitachi,Elec,Main Converter,UMD Batteries,DAP,SEK,4017007.34,12321.28,401700.73,4431029.35,FRANCE,Gothenburg,Khalifa port,GOT36800194,MSC RENEE,,Maersk,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0.0,,,,3660.0,6.0,6.0,,2024-10-10,2024-10-10,2025-03-03,2025-03-03,2025-04-17,2025-03-05,2025-03-06,45722.0,47150.0,,,,,,2025-06-03,,,,,,2025-07-16,,,,,2025-06-03
411,HVDC-ADOPT-HE-0318-1,E01,PRL-SHU-047-A1,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,184665.68,566635.0,6417650.68,SWEDEN,Billund,Abu Dhabi Airport,1130116279,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,5925.0,44.895,44.895,,2025-03-04,2025-03-04,2025-03-05,2025-03-05,2025-04-17,2025-03-06,2025-03-06,45722.0,47150.0,114656.0,120388.0,2025-03-11,,,,,,,,,,,,,,2025-03-11
412,HVDC-ADOPT-HE-0318-2,E01,PRL-SHU-047-A2,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,184665.68,566635.0,6417650.68,SWEDEN,Billund,Abu Dhabi Airport,1130116280,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,5830.0,42.769,42.769,,2025-03-04,2025-03-04,2025-03-05,2025-03-05,2025-04-16,2025-03-06,2025-03-06,45722.0,47150.0,114656.0,120388.0,2025-03-11,,,,,,,,,,,,,,2025-03-11
413,HVDC-ADOPT-HE-0318-3,E01,PRL-SHU-047-A3,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,5666350.0,184665.68,566635.0,6417650.68,SWEDEN,Billund,Abu Dhabi Airport,1130116281,EY,,,Scan Global Logistics AB,A,10,,,,,,,,,,,,,,,,,0.0,,,,6757.0,51.27,51.27,,2025-03-04,2025-03-04,2025-03-05,2025-03-05,2025-04-16,2025-03-06,2025-03-06,45722.0,47150.0,114656.0,120388.0,2025-03-11,,,,,,,,,,,,,,2025-03-11
414,HVDC-ADOPT-SCT-0063,E08,HVDC-ADOPT-SCT-0063,2025-03-06 00:00:00,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (14th),FOB,USD,2166.0,455.0,31.45,2652.45,KOREA,Incheon,Abu Dhabi Airport,DGOS2502025,EY823,,,Deugro,A,2,,,,,,,,,,,,,,,,,0.0,,,,70.0,0.16,0.16,,2025-03-06,2025-03-06,2025-03-07,2025-03-07,,2025-03-07,2025-03-07,45723.0,47150.0,488.0,512.0,2025-03-27,2025-03-14,,,,,,,,,,,,,2025-03-14
415,HVDC-ADOPT-HE-0318-4,E01,PRL-SHU-047-A4,2025-02-25 00:00:00,4572116646,Hitachi,Elec,Main Converter,CONTROL CUBICLE,DAP,SEK,2833175.0,92332.86,283317.5,3208825.36,SWEDEN,Billund,Abu Dhabi Airport,1130116282,EY,,,Scan Global Logistics AB,A,5,,,,,,,,,,,,,,,,,0.0,,,,3380.0,25.635,25.635,,2025-03-04,2025-03-04,2025-03-05,2025-03-05,2025-04-16,2025-03-06,2025-03-06,45722.0,47150.0,57328.0,60194.0,2025-03-11,,,,,,,,,,,,,,2025-03-11
416,HVDC-ADOPT-ZEN-0008,,HVDC-ADOPT-ZEN-0008,2024-10-23 00:00:00,49922,SPP PUMPS,,,Fire Pump Set,CIF,USD,,,,600000.0,United Kingdom,Felixstowe,Khalifa port,245257972,ELLY MAERSK,,,,C,8,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,14897.0,58.6,58.6,,2025-01-18,2025-01-18,2025-02-28,2025-02-28,2025-04-17,2025-03-07,2025-03-09,45725.0,47150.0,111277.0,116841.0,,,,,,,,,,,,2025-03-11,,,2025-03-11
417,HVDC-ADOPT-SCT-0043,E08,HVDC-ADOPT-SCT-0043,2025-01-27 00:00:00,5001009797,Dong-A Bestech,Elec,Cable Gland,Cable Gland 1st,FOB,USD,72079.01,800.0,864.95,73743.96,KOREA,Busan Port,Khalifa port,290-700-2501-072,HMM GAON,,HMM,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,4490.0,11.93,11.93,,2025-01-27,2025-01-27,2025-03-07,2025-03-07,2025-04-16,2025-03-10,2025-03-11,45727.0,47150.0,13542.0,14218.0,2025-03-18,2025-03-18,2025-04-01 00:00:00,2025-03-31,,,,,,2025-03-17,,,,,2025-03-17
418,HVDC-ADOPT-SCT-0045,M01,HVDC-ADOPT-SCT-0045,2025-01-26 00:00:00,5000740797,WILO Pump Korea,Mech,General Seviece Pump,Portable water Pump,FOB,USD,25600.0,800.0,307.2,26707.2,KOREA,Busan Port,Khalifa port,290-700-2501-148,HMM GAON,,HMM,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,1140.0,4.754,4.754,,2025-01-27,2025-01-27,2025-03-07,2025-03-07,2025-04-17,2025-03-10,2025-03-11,45727.0,47150.0,4905.0,5149.0,,2025-03-18,2025-04-01 00:00:00,,,,,,,2025-03-17,,,,,2025-03-17
419,HVDC-ADOPT-SCT-0047,E08,HVDC-ADOPT-SCT-0047,2025-01-30 00:00:00,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,FOB,USD,47620.0,900.0,533.72,49053.72,CHINA,Shanghai,Khalifa port,290-700-2501-182,HMM GAON,,HMM,Deugro,C,6,1.0,,,,,,,,,,,,,,,,1.0,,,,2402.0,16.588,16.588,,2025-01-30,2025-01-30,2025-03-07,2025-03-07,2025-04-17,2025-03-07,2025-03-07,45723.0,47150.0,9008.0,9458.0,2025-03-18,,,,,,,,,,,,,,2025-03-18
